destinationIATA,isHub,isIntraEU
HLE,False,False
MRU,True,False
NKW,True,False
TKC,False,False
DLA,True,False
MVR,False,False
FOM,False,False
NGE,True,False
GOU,True,False
BFX,True,False
BPC,True,False
NSI,True,False
KAA,False,False
LVI,False,False
LUN,True,False
MFU,False,False
MNR,False,False
NLA,True,False
KIW,False,False
HAH,True,False
NWA,False,False
AJN,False,False
DZA,False,False
RUN,True,False
ZSE,False,False
TNR,True,False
ZVA,False,False
SMS,False,False
TMM,False,False
MOQ,False,False
DIE,False,False
WMR,False,False
ANM,False,False
MJN,False,False
NOS,False,False
WMN,False,False
SVB,False,False
VOH,False,False
WAI,False,False
FTU,False,False
WFI,False,False
RVA,False,False
WVK,False,False
MNJ,False,False
MXM,False,False
TLE,False,False
SSY,False,False
BUG,False,False
CAB,True,False
DUE,False,False
VPE,True,False
NOV,False,False
SVP,True,False
LLT,False,False
LAD,True,False
MEG,False,False
SPP,True,False
MSZ,True,False
GXG,False,False
PBN,False,False
VHC,True,False
SZA,False,False
NDD,False,False
SDD,True,False
LUO,True,False
UGO,False,False
KOU,False,False
MJL,False,False
OYE,False,False
LBQ,False,False
POG,False,False
OMB,False,False
MKU,False,False
LBV,True,False
MVB,True,False
TCH,False,False
PCP,False,False
TMS,False,False
BEW,False,False
VPY,False,False
INH,False,False
VXC,True,False
LFB,False,False
MPM,True,False
APL,False,False
POL,False,False
UEL,False,False
TET,True,False
VNX,False,False
SEZ,True,False
PRI,False,False
AEH,True,False
MQQ,False,False
NDJ,True,False
FYT,True,False
BUQ,False,False
BFO,False,False
VFA,True,False
HRE,True,False
KAB,False,False
MVZ,False,False
GWE,True,False
HWN,True,False
BLZ,False,False
KGJ,False,False
LLW,True,False
ZZU,False,False
MSU,True,False
ADI,False,False
GFY,True,False
MPA,False,False
KMP,False,False
LUD,False,False
OND,True,False
OMD,False,False
NDU,True,False
TSB,False,False
WVB,False,False
ERS,False,False
WDH,True,False
FIH,True,False
NLO,False,False
MNB,False,False
FDU,False,False
MDK,False,False
BDT,True,False
GMA,False,False
KLI,False,False
LIQ,False,False
FKI,True,False
IRP,True,False
BUX,False,False
BZU,False,False
BKY,False,False
GOM,True,False
BNC,False,False
KND,False,False
FBM,True,False
KWZ,False,False
FMI,False,False
KGA,False,False
MJM,False,False
BKO,True,False
GAQ,True,False
KYS,False,False
MZI,True,False
TOM,False,False
DOC,False,False
ULL,False,False
BJL,True,False
FUE,True,True
GMZ,False,True
VDE,False,True
SPC,False,True
LPA,True,True
ACE,False,True
TFS,True,True
TFN,True,True
JCU,False,True
MLN,False,True
FNA,True,False
OXB,True,False
MLW,False,False
ROB,True,False
AGA,True,False
TTA,False,False
FEZ,True,False
ERH,True,False
MEK,False,False
OUD,True,False
BEM,True,False
RBA,True,False
VIL,True,False
ESU,True,False
EUN,True,False
CMN,True,False
NDR,True,False
RAK,True,False
NNA,False,False
OZZ,True,False
AHU,True,False
TTU,False,False
TNG,False,False
DSS,True,False
ZIG,False,False
CSK,False,False
DKR,False,False
XLS,False,False
TUD,False,False
AEO,False,False
TIY,False,False
KFA,True,False
EMN,False,False
KED,True,False
NKC,True,False
ATR,True,False
NDB,True,False
CKY,True,False
FIG,False,False
FAA,False,False
LEK,True,False
SID,True,False
BVC,False,False
RAI,False,False
VXE,False,False
ADD,True,False
AXU,False,False
BJR,True,False
DIR,True,False
GMB,True,False
GDQ,True,False
GDE,False,False
JIM,False,False
MQX,True,False
ASO,True,False
BJM,False,False
BBO,True,False
KMU,True,False
MGQ,True,False
GGR,False,False
JIB,True,False
DBB,True,False
AAC,True,False
ATZ,True,False
HBE,True,False
ABS,True,False
CAI,True,False
CCE,True,False
DAK,True,False
HRG,True,False
EGH,False,False
UVL,True,False
LXR,True,False
RMF,True,False
MUH,True,False
GSQ,True,False
PSD,False,False
SKV,False,False
SSH,True,False
ASW,True,False
TCP,False,False
ELT,True,False
ASM,True,False
MSW,True,False
ASA,True,False
HPV,False,False
JUB,True,False
EDL,True,False
NBO,True,False
KIS,True,False
LKG,False,False
MBA,True,False
WIL,False,False
WJR,True,False
SRX,True,False
GHT,False,False
AKF,True,False
BEN,True,False
MJI,False,False
LAQ,False,False
SEB,False,False
LTD,False,False
WAX,False,False
GYI,False,False
KGL,True,False
KME,False,False
DOG,True,False
RSS,True,False
ELF,True,False
KSL,True,False
KDX,True,False
MWE,True,False
UYL,True,False
EBD,True,False
PZU,True,False
KRT,True,False
MAK,False,False
WUU,True,False
ARK,False,False
DAR,True,False
DOD,False,False
IRI,False,False
JRO,True,False
MYW,False,False
MWZ,True,False
PMA,False,False
TGT,False,False
ZNZ,True,False
EBB,True,False
ULU,True,False
SRT,False,False
SXN,False,False
SVT,False,False
DJM,False,False
EWO,False,False
MKJ,False,False
FTX,False,False
DIS,False,False
NDL,False,False
BIV,False,False
AIG,False,False
NBN,False,False
GEM,True,False
RRG,False,False
KBI,False,False
MMF,False,False
OUR,False,False
YAO,False,False
CIP,False,False
JEK,False,False
CGJ,False,False
RYL,False,False
SLI,True,False
FLT,False,False
ATJ,False,False
ZWA,False,False
AMB,False,False
HVA,False,False
BPY,False,False
IVA,False,False
CBT,True,False
CXM,False,False
LZM,False,False
UAL,False,False
XGN,False,False
NZA,False,False
OKN,False,False
BMM,False,False
MFF,False,False
MUD,False,False
MZB,False,False
MNC,True,False
VJB,False,False
DES,False,False
SRH,False,False
ATV,False,False
FUB,False,False
UTA,False,False
CMK,False,False
DWA,False,False
KBQ,False,False
AIW,False,False
KAS,False,False
LHU,False,False
MQG,False,False
OHI,False,False
RHN,False,False
BOA,False,False
MAT,False,False
NKL,False,False
KKW,False,False
BSU,False,False
BMB,False,False
KOO,False,False
KAP,False,False
BAN,False,False
GAX,False,False
GAB,False,False
GUD,False,False
NRM,False,False
NIX,False,False
KSS,True,False
GAZ,False,False
FOA,False,False
OUK,False,False
PSV,False,False
GEW,False,False
GFD,False,False
GLP,False,False
UAR,True,False
SMW,True,False
GMD,True,False
GMQ,True,False
GNU,False,False
GOC,False,False
KDA,False,False
KLC,False,False
RDT,False,False
BXE,False,False
KGG,False,False
SEY,False,False
OUZ,True,False
GMT,False,False
KSI,False,False
MCA,False,False
NZE,False,False
BKJ,False,False
SBI,False,False
GII,False,False
KNN,True,False
NTO,False,False
GVE,False,False
MMO,False,False
SFL,False,False
SNE,False,False
AMH,True,False
GOR,False,False
QHR,False,False
ABK,True,False
AWA,True,False
LLI,True,False
GID,False,False
HBQ,True,False
CXN,False,False
BSY,False,False
HCM,False,False
BSA,False,False
HGA,True,False
EMY,True,False
RDL,True,False
SQK,True,False
HEO,False,False
HMB,True,False
SEW,False,False
SPX,True,False
HEY,False,False
HGT,False,False
WKL,False,False
HIA,True,False
ASV,False,False
GAS,False,False
GGM,False,False
KTL,False,False
LOK,False,False
LAU,False,False
NDE,False,False
MYD,False,False
MRE,False,False
OYL,False,False
UAS,False,False
UKA,False,False
LMQ,False,False
NFR,True,False
HUQ,False,False
TOB,True,False
BTQ,False,False
RHG,False,False
ATB,False,False
EDB,False,False
EGN,False,False
WHF,False,False
BKZ,False,False
MBI,True,False
TKQ,False,False
KIY,False,False
LKY,False,False
MFA,False,False
MUZ,False,False
SEU,False,False
SUT,False,False
PAF,False,False
KSE,False,False
MBQ,False,False
HWA,False,False
HYL,False,False
PPJ,False,False
JBB,False,False
BWX,False,False
AAS,False,False
AGD,False,False
AYW,False,False
BXM,False,False
DRH,False,False
ELR,False,False
EWE,False,False
IUL,False,False
KBF,False,False
KBX,False,False
KCD,False,False
LLN,False,False
LWE,False,False
OBD,False,False
PWL,False,False
RAQ,False,False
TBM,False,False
TMY,False,False
ZEG,False,False
UGU,False,False
IDN,False,False
IMA,False,False
NUU,False,False
RBX,False,False
LOQ,False,False
ORP,False,False
QPH,False,False
SWX,False,False
TLD,False,False
TBY,False,False
KNJ,False,False
LCO,False,False
MUY,False,False
SIB,False,False
NKY,False,False
ANJ,False,False
MSX,False,False
BOE,False,False
GMM,False,False
ION,False,False
KEE,False,False
SOE,False,False
BTB,False,False
KMK,False,False
FEA,False,False
CRF,False,False
BGU,False,False
IRO,False,False
BBY,False,False
BOP,False,False
BSN,False,False
ODA,False,False
IMO,False,False
MKI,False,False
BTG,False,False
GDI,False,False
BMF,False,False
ODJ,False,False
RFA,False,False
BCF,False,False
BOZ,False,False
FIN,False,False
KVU,False,False
BLC,False,False
KLE,False,False
GXX,False,False
BTA,False,False
DSC,False,False
EBW,False,False
MMQ,False,False
KLB,False,False
KMZ,False,False
ZKB,False,False
LXU,False,False
MNS,False,False
ZGM,False,False
SXG,False,False
SJQ,False,False
BBZ,False,False
ULI,False,False
WML,False,False
WAQ,False,False
VVB,False,False
JVA,False,False
BMD,False,False
MXT,False,False
ILK,False,False
TVA,False,False
WTA,False,False
WTS,False,False
VAT,False,False
WAM,False,False
WBE,False,False
WBD,False,False
WPB,False,False
DWB,False,False
WMP,False,False
TTS,False,False
WMA,False,False
WBO,False,False
WMD,False,False
IHO,False,False
MJA,False,False
OVA,False,False
TDV,False,False
VND,False,False
BKU,False,False
AMP,False,False
WAK,False,False
AZZ,False,False
GGC,False,False
CFF,False,False
PGI,False,False
CTI,False,False
CAV,False,False
FND,False,False
FNE,False,False
LBZ,False,False
CEO,False,False
ARZ,False,False
BGB,False,False
KDN,False,False
FOU,False,False
MBC,False,False
MGX,False,False
KDJ,False,False
MVX,False,False
MKB,False,False
IGE,False,False
MZC,False,False
LTL,False,False
MYB,False,False
FOY,False,False
ANO,False,False
FXO,False,False
IHC,False,False
PDD,False,False
FSL,False,False
BDI,False,False
DEI,False,False
FRK,False,False
OGR,False,False
LTC,False,False
BKR,False,False
OTC,False,False
MVO,False,False
AMC,False,False
PLF,False,False
OUT,False,False
AMO,False,False
BZH,False,False
CHJ,False,False
MJW,False,False
WKI,False,False
CEH,False,False
LIX,False,False
MAI,False,False
MYZ,False,False
LMB,False,False
LEF,False,False
LRB,False,False
LES,False,False
MFC,False,False
MKH,False,False
NKU,False,False
PEL,False,False
UTG,False,False
UNE,False,False
SHK,False,False
SKQ,False,False
SOK,False,False
SHZ,False,False
THB,False,False
TKO,False,False
GOG,False,False
HAL,False,False
MJO,False,False
OKU,False,False
NNI,False,False
OMG,False,False
OKF,False,False
OPW,False,False
OTJ,False,False
SWP,False,False
SZM,False,False
TCY,False,False
LZI,False,False
INO,False,False
NIO,False,False
KRZ,False,False
IDF,False,False
LUS,False,False
MSM,False,False
LIE,False,False
BNB,False,False
IKL,False,False
YAN,False,False
RUE,False,False
KLY,False,False
PUN,False,False
PWO,False,False
KEC,False,False
MNO,False,False
BDV,False,False
KBO,False,False
KMN,False,False
KNM,False,False
LZA,False,False
TSH,False,False
LJA,False,False
LBO,False,False
MEW,False,False
PFR,False,False
KBN,False,False
GIM,False,False
AKE,False,False
KNZ,False,False
KTX,False,False
EYL,False,False
FLH,False,False
GBM,False,False
GCV,False,False
OYC,False,False
KBS,False,False
GBK,False,False
HGS,False,False
KBA,False,False
KEN,False,False
WYE,False,False
BQE,False,False
GHE,False,False
QCU,False,False
UCN,False,False
CPA,False,False
SNI,False,False
NIA,False,False
SAZ,False,False
THC,False,False
VOI,False,False
MAX,False,False
POD,False,False
SMY,False,False
OTL,False,False
THI,False,False
BGH,False,False
TMD,False,False
AJJ,False,False
MOM,False,False
THT,False,False
FGD,False,False
GRC,False,False
CIQ,False,False
DON,False,False
ENJ,False,False
PCG,False,False
UAX,False,False
PKJ,False,False
GTZ,False,False
GUE,False,False
MTI,False,False
BCG,False,False
BTO,False,False
DOE,False,False
LDO,False,False
WSO,False,False
GZI,False,False
BCO,False,False
BEI,False,False
DEM,False,False
DBM,False,False
DBT,False,False
FNH,False,False
GOB,False,False
GNN,False,False
HUE,False,False
JIJ,False,False
LFO,False,False
MKS,False,False
ETE,False,False
NDM,False,False
MUJ,False,False
MTF,False,False
EGL,False,False
NEJ,False,False
NEK,False,False
PWI,False,False
SXU,False,False
SKR,False,False
SZE,False,False
TIE,False,False
WRA,False,False
HAY,False,False
HAZ,False,False
KRE,False,False
HBT,False,False
ALU,False,False
BIB,False,False
GSR,False,False
LGX,False,False
BLW,False,False
CMO,False,False
GLK,False,False
CMS,False,False
ERA,False,False
BUO,False,False
AII,False,False
MHI,False,False
OBC,False,False
TDJ,False,False
TES,False,False
HIL,False,False
HKB,False,False
EYS,False,False
KLK,False,False
HOA,False,False
KEU,False,False
ILU,False,False
KEY,False,False
LOY,False,False
RBT,False,False
JJM,False,False
NYE,False,False
NYK,False,False
ZIS,False,False
EDQ,False,False
HOO,False,False
HRC,False,False
DNX,False,False
HEG,False,False
HSJ,False,False
GBU,False,False
NUD,False,False
NHF,False,False
ZLX,False,False
LDI,False,False
HTM,False,False
MWN,False,False
XMI,False,False
NPY,False,False
QSI,False,False
NCH,False,False
JOM,False,False
SGX,False,False
SHY,False,False
TBO,False,False
RUA,False,False
JIN,False,False
KCU,False,False
TRY,False,False
HZU,False,False
IBI,False,False
IBL,False,False
ICO,False,False
BXW,False,False
GYO,False,False
KXB,False,False
AKQ,False,False
BJG,False,False
GAV,False,False
KOD,False,False
KRC,False,False
LYK,False,False
MSI,False,False
NAF,False,False
RKI,False,False
IMG,False,False
VDY,False,False
DGH,False,False
GOX,True,False
TEI,False,False
IOK,False,False
ISG,False,False
ITK,False,False
JGD,False,False
JIC,True,False
JIQ,False,False
JJD,False,False
JLA,False,False
JNZ,True,False
JOP,False,False
PYG,False,False
RQY,False,False
HGI,False,False
UKE,False,False
JGB,False,False
NVY,False,False
RJI,False,False
INE,False,False
IOP,False,False
KHA,False,False
IRU,False,False
IVI,False,False
JIO,False,False
JMB,False,False
AMK,False,False
BDX,False,False
EUE,False,False
KPT,False,False
RLA,False,False
FID,False,False
HUD,False,False
TWD,False,False
MVM,False,False
HCC,False,False
AHD,False,False
GCW,False,False
CKE,False,False
ROF,False,False
CNE,False,False
IRB,False,False
GNF,False,False
CHZ,False,False
LTW,False,False
AHF,False,False
PCT,False,False
CTO,False,False
NRI,False,False
GTP,False,False
NLE,False,False
GCD,False,False
VLE,False,False
FPY,False,False
NTJ,False,False
SBO,False,False
JVI,False,False
UCE,False,False
GOL,False,False
KKT,False,False
PRW,False,False
EGP,False,False
BLD,False,False
MFH,False,False
ECA,False,False
FMU,False,False
OTS,False,False
ROL,False,False
CTK,False,False
WPO,False,False
ATE,False,False
ASQ,False,False
AAF,False,False
ABE,False,False
ABI,False,False
ABQ,True,False
ABR,False,False
ABY,False,False
ACB,False,False
ACK,False,False
ACT,False,False
ACV,False,False
ACY,False,False
ADG,False,False
ADT,False,False
ADM,False,False
ADS,False,False
ADW,True,False
AEL,False,False
AEX,True,False
AFF,False,False
WSG,False,False
AFN,False,False
AFO,False,False
AFW,True,False
AGC,False,False
AGO,False,False
AGS,False,False
AHC,False,False
AHH,False,False
AHN,False,False
AIA,False,False
AID,False,False
AIK,False,False
AIO,False,False
AIV,False,False
AIZ,False,False
AKO,False,False
AKC,False,False
ALB,False,False
ALI,False,False
ALM,False,False
ALN,True,False
ALO,False,False
ALS,True,False
ALW,False,False
ALX,False,False
AMA,True,False
AMN,False,False
AMW,False,False
ANB,False,False
AND,False,False
SLT,False,False
ANP,False,False
ANQ,False,False
ANW,False,False
ANY,False,False
AOH,False,False
AOO,False,False
APA,False,False
APC,False,False
APF,False,False
APG,True,False
APH,False,False
APN,True,False
APT,False,False
APV,False,False
ARA,True,False
ARB,False,False
ARG,False,False
WHT,False,False
AUZ,False,False
ART,False,False
ARV,False,False
BFT,False,False
ASE,True,False
SPZ,False,False
ASH,False,False
ASL,False,False
ASN,False,False
AST,False,False
ASX,False,False
ASY,False,False
ATL,True,False
ATS,False,False
ATW,True,False
ATY,False,False
AUG,False,False
AUM,False,False
AUN,False,False
AUO,False,False
AUS,True,False
AUW,False,False
AVL,True,False
AVO,False,False
AVP,False,False
AVW,False,False
AVX,False,False
AWM,False,False
AXG,False,False
AXN,False,False
AXS,False,False
AXV,False,False
AXX,True,False
AYS,False,False
TUH,False,False
AZO,False,False
BAB,True,False
BAD,True,False
BAF,True,False
CLU,False,False
BAM,False,False
BBB,False,False
BBD,False,False
BTN,False,False
BBW,False,False
BCB,False,False
BCE,False,False
BCT,False,False
BDE,False,False
BDG,False,False
BDL,False,False
BDR,False,False
WBU,False,False
BEC,True,False
BED,False,False
BEH,False,False
BFD,False,False
BFF,True,False
BFI,False,False
BFL,True,False
BFM,True,False
BFR,False,False
BGD,False,False
BGE,False,False
BGM,False,False
BGR,True,False
BHB,False,False
BHM,True,False
BIE,False,False
BIF,True,False
BIH,False,False
BIL,False,False
BIS,False,False
BIX,False,False
BJC,False,False
BJI,False,False
BJJ,False,False
BKD,False,False
BKE,False,False
BFK,True,False
BKL,False,False
BKT,False,False
BKW,False,False
BKX,False,False
BLF,False,False
BLH,False,False
BLI,False,False
BLM,False,False
BLU,False,False
BLV,True,False
BMC,True,False
BMG,False,False
BMI,True,False
BML,False,False
BMT,False,False
BNA,True,False
BNG,False,False
BNL,False,False
BNO,False,False
BNW,False,False
BOI,False,False
BOS,False,False
BOW,False,False
HCA,False,False
BPI,False,False
WMH,False,False
BPT,False,False
BQK,True,False
BRD,False,False
BRL,False,False
BRO,False,False
BRY,False,False
BTF,False,False
BTL,True,False
BTM,False,False
TTO,False,False
BTP,False,False
BTR,False,False
BTV,False,False
BTY,False,False
BUB,False,False
BUF,True,False
BUM,False,False
BUR,False,False
BFP,False,False
BVO,False,False
MVW,False,False
BVX,False,False
BVY,False,False
BWC,False,False
BWD,False,False
BWG,False,False
BWI,False,False
WAH,False,False
BXA,False,False
BXK,False,False
BYG,False,False
BYH,True,False
BYI,False,False
BYS,True,False
BBC,False,False
BZN,False,False
XES,False,False
PLY,False,False
CLG,False,False
CAD,False,False
CAE,True,False
CIG,False,False
CAK,False,False
CAO,False,False
CAR,False,False
CBE,False,False
CBF,False,False
CBK,False,False
CBM,True,False
CCB,False,False
CCR,False,False
CCY,False,False
LLX,False,False
CDC,True,False
CDH,False,False
CDN,False,False
CDR,False,False
CDS,False,False
CDW,False,False
CEA,False,False
CEC,False,False
CEF,True,False
CEU,False,False
CEV,False,False
CEW,True,False
CEY,False,False
CEZ,False,False
CFD,False,False
TZC,False,False
CFT,False,False
CFV,False,False
CGE,False,False
CGF,False,False
CGI,False,False
CGS,False,False
CGZ,False,False
CHA,False,False
CHK,False,False
CHO,False,False
CHS,False,False
CIC,False,False
CID,True,False
CIN,False,False
CIR,False,False
CIU,False,False
CKA,False,False
CKB,False,False
GRM,False,False
CKM,False,False
CKN,False,False
CKV,False,False
CLE,False,False
CLI,False,False
CLK,False,False
CLL,False,False
CLM,False,False
CLR,False,False
CLS,False,False
CLT,False,False
CLW,False,False
CMH,True,False
CMI,False,False
CMX,False,False
CMY,False,False
CNH,False,False
CNK,False,False
CNM,False,False
CNO,False,False
CNU,False,False
CNW,True,False
CNY,False,False
COD,True,False
COE,False,False
COF,True,False
COI,False,False
COM,False,False
CON,False,False
COS,True,False
COT,False,False
COU,False,False
CPM,False,False
CPR,True,False
CPS,False,False
HCW,False,False
CRE,False,False
CRG,False,False
CRO,False,False
CRP,False,False
CLD,False,False
CRS,False,False
CRT,False,False
CRW,False,False
CRX,False,False
CSG,False,False
CSM,False,False
CSQ,False,False
CSV,False,False
CTB,False,False
CTY,False,False
CTZ,False,False
CUB,False,False
CUH,False,False
CVG,True,False
CKK,False,False
CVN,False,False
CVO,False,False
CVS,True,False
CWA,False,False
KIP,False,False
CWF,True,False
CWI,False,False
CXL,False,False
CXO,False,False
CSN,False,False
HAR,False,False
CYS,True,False
CZT,False,False
VEX,False,False
DAA,False,False
DAB,True,False
DAG,False,False
DAL,False,False
DAN,False,False
DAY,True,False
DBN,False,False
DBQ,False,False
DCA,False,False
DCU,False,False
DDC,False,False
DEC,True,False
DEH,False,False
DEN,True,False
DET,False,False
DFI,False,False
DFW,True,False
DGL,False,False
DGW,False,False
DHN,True,False
DHT,False,False
DIK,False,False
DKK,False,False
DLL,False,False
DLF,True,False
DLH,False,False
DLN,False,False
DLS,False,False
DMA,True,False
DMN,False,False
DMO,False,False
DNL,False,False
DNN,False,False
DNS,False,False
DNV,False,False
DOV,True,False
DPA,False,False
DPG,False,False
DRA,False,False
DRI,False,False
DRE,False,False
DRO,True,False
DRT,False,False
DSM,True,False
DSV,False,False
DTA,False,False
DTL,False,False
DTN,False,False
DSI,False,False
DTW,True,False
DUA,False,False
DUC,False,False
DUG,False,False
DUJ,False,False
DVL,False,False
DVN,False,False
NOT,False,False
NSL,False,False
DVT,False,False
DWH,False,False
DXR,False,False
DYL,False,False
DYS,True,False
MIF,False,False
CCG,False,False
ESO,False,False
WTR,False,False
ALE,False,False
BGT,False,False
EAN,False,False
EAR,False,False
EAT,False,False
EAU,True,False
EBS,False,False
ECG,False,False
ECP,True,False
ECS,False,False
EDE,False,False
ETS,False,False
EDW,True,False
EED,False,False
EEN,False,False
EFD,True,False
EFK,False,False
EFW,False,False
EGE,True,False
EGI,True,False
EGV,False,False
EKA,False,False
EKI,False,False
EKN,False,False
EKO,False,False
EKX,False,False
ELA,False,False
ELD,False,False
ELK,False,False
ELM,False,False
ELN,False,False
LYU,False,False
ELP,True,False
ELY,False,False
ELZ,False,False
EMM,False,False
EMP,False,False
EMT,False,False
END,False,False
ENL,False,False
ENV,True,False
ENW,False,False
EOK,False,False
EPH,False,False
EDK,False,False
ERI,False,False
ERV,False,False
ESC,False,False
ESF,False,False
ESN,False,False
EST,False,False
ETB,False,False
ETN,False,False
EUF,False,False
EUG,False,False
EVM,False,False
EVV,True,False
EVW,False,False
EWB,False,False
EWK,False,False
EWN,False,False
EWR,True,False
EYW,False,False
WIB,False,False
RBK,False,False
FAF,False,False
FAM,False,False
FAR,False,False
FAT,True,False
FAY,False,False
FBG,False,False
FBL,False,False
FBR,False,False
FBY,False,False
FCH,False,False
FCM,False,False
FCS,False,False
FCY,False,False
FDK,False,False
FDR,False,False
FDY,False,False
FEP,False,False
FET,False,False
FFA,False,False
FFL,False,False
FFM,False,False
FFO,True,False
FFT,False,False
MSC,False,False
FRD,False,False
FHU,False,False
FKL,False,False
FKN,False,False
FLD,False,False
FLG,False,False
FLL,True,False
FLO,False,False
FLP,False,False
FLV,False,False
FLX,False,False
FME,False,False
FMH,True,False
FMN,False,False
FMY,False,False
FNL,False,False
FNT,False,False
FOD,False,False
FOE,False,False
FOK,False,False
FIL,False,False
FPR,False,False
FRG,False,False
FRH,False,False
FRI,False,False
FRM,False,False
FRR,False,False
FSD,True,False
FSI,False,False
FSK,False,False
FSM,False,False
FST,False,False
FSU,False,False
FMS,False,False
FTK,False,False
FTW,False,False
FTY,False,False
FUL,False,False
WFK,False,False
FWA,True,False
FXE,False,False
FXY,False,False
FYM,False,False
FYV,False,False
GAD,False,False
GAI,False,False
GBD,False,False
GBG,False,False
GBR,False,False
GCC,False,False
GCK,False,False
GCN,True,False
GCY,False,False
GDM,False,False
GDV,False,False
GDW,False,False
GED,False,False
GEG,True,False
GEY,False,False
GFK,False,False
GFL,False,False
GGE,False,False
GGG,True,False
GGW,False,False
GHM,False,False
GIF,False,False
GJT,False,False
MEJ,False,False
GKT,False,False
GLD,False,False
GLE,False,False
GLH,True,False
GLR,False,False
GLS,False,False
GLW,False,False
GMU,False,False
GNG,False,False
GNT,False,False
GNV,False,False
GOK,False,False
GON,False,False
FCA,True,False
GPT,False,False
GPZ,False,False
GQQ,False,False
GRB,False,False
GRD,False,False
GRE,False,False
GRF,False,False
GRI,False,False
GRK,True,False
GRN,False,False
GRR,False,False
GSB,True,False
GSH,False,False
GSO,True,False
GSP,True,False
GTF,True,False
GTG,False,False
GTR,True,False
GUC,True,False
GUP,False,False
GUS,True,False
GUY,False,False
GVL,False,False
GVT,False,False
GWO,False,False
GWS,False,False
GXY,False,False
GDC,True,False
PNX,False,False
GYR,True,False
GYY,False,False
HAB,False,False
HAF,False,False
HAI,False,False
HAO,False,False
HBG,False,False
HBR,False,False
HDE,False,False
HDN,True,False
HEE,False,False
MNZ,False,False
HEZ,False,False
HFD,False,False
HFF,False,False
HGR,False,False
HHR,False,False
HUJ,False,False
HIB,False,False
HIE,False,False
HIF,True,False
HII,True,False
HIO,False,False
HKA,False,False
HKS,False,False
HKY,False,False
HLB,False,False
HLC,False,False
HLG,False,False
HLM,False,False
HLN,False,False
HLR,False,False
HMN,True,False
HMT,False,False
HNB,False,False
HSH,False,False
HOB,False,False
HON,False,False
HOP,True,False
HOT,False,False
HOU,False,False
HPN,False,False
HPT,False,False
HPY,False,False
HQM,False,False
HES,False,False
HRL,False,False
HRO,False,False
HSB,False,False
HNC,False,False
HSI,False,False
HSP,False,False
HST,True,False
HSV,True,False
HTH,False,False
HTL,False,False
HTO,False,False
HTS,False,False
HTW,False,False
HUA,False,False
HUF,True,False
HUL,False,False
HUM,False,False
HUT,False,False
HVE,False,False
HVN,False,False
HVR,False,False
HVS,False,False
HWD,False,False
HWO,False,False
WSH,False,False
HHH,False,False
HYA,False,False
HYR,False,False
HYS,False,False
HZL,False,False
JFN,False,False
IAB,True,False
IAD,True,False
IAG,False,False
IAH,True,False
ICL,False,False
ICT,True,False
IDA,True,False
IDI,False,False
IDP,False,False
XPR,False,False
IFA,False,False
IFP,False,False
IGM,False,False
IKK,False,False
ILE,False,False
ILG,False,False
ILM,True,False
ILN,True,False
IML,False,False
IMM,False,False
MDN,False,False
IMT,False,False
IND,True,False
INK,False,False
INL,False,False
INS,True,False
INT,False,False
INW,False,False
IOW,False,False
IPL,False,False
IPT,False,False
IRK,False,False
IRS,False,False
ISM,False,False
ISO,True,False
ISP,False,False
ISQ,False,False
ISW,False,False
ITH,False,False
AZA,True,False
IWD,False,False
ISS,False,False
IWS,False,False
JCI,False,False
IYK,False,False
SQA,False,False
FRY,False,False
JAC,False,False
JAN,True,False
JAS,False,False
JAX,True,False
JBR,False,False
JCT,False,False
JDN,False,False
JEF,False,False
JFK,True,False
JHW,False,False
GUF,False,False
JLN,False,False
JMS,False,False
JOT,False,False
USA,False,False
JKV,False,False
JST,False,False
JVL,False,False
JXN,False,False
KIC,False,False
KLS,False,False
DTH,False,False
BXS,False,False
RBF,False,False
TRH,False,False
LAA,False,False
LAF,False,False
LAL,False,False
LAM,False,False
LAN,False,False
LAR,True,False
LAS,True,False
LAW,True,False
LAX,True,False
LBB,True,False
LBE,False,False
LBF,True,False
LBL,False,False
LBT,False,False
LJN,False,False
LCH,False,False
LCI,False,False
LCK,True,False
LCQ,False,False
LDJ,False,False
LDM,False,False
LEB,False,False
LEE,False,False
LEM,False,False
LEW,False,False
LEX,False,False
LFI,True,False
LFK,False,False
LFT,False,False
LGA,False,False
LGB,False,False
LGC,False,False
LGD,False,False
LGF,False,False
LGU,False,False
LHV,False,False
LIY,False,False
LFN,False,False
LIC,False,False
LIT,True,False
LKP,False,False
LOW,False,False
LKV,False,False
CHL,False,False
LMS,False,False
LMT,False,False
LNA,False,False
LND,False,False
LNK,True,False
LNN,False,False
LNP,False,False
LNR,False,False
LNS,False,False
LOL,False,False
BBX,False,False
LOT,False,False
LOU,False,False
LOZ,False,False
LPC,False,False
LQK,False,False
LRD,False,False
LRF,False,False
LRJ,False,False
LRU,False,False
LSB,False,False
LSE,False,False
LSF,True,False
LSK,False,False
LSN,False,False
LSV,True,False
LTS,False,False
LUF,True,False
LUK,False,False
LUL,False,False
LVK,False,False
LVL,False,False
LVM,False,False
LVS,False,False
LWB,False,False
LWC,False,False
LWL,False,False
LWM,False,False
LWS,False,False
LWT,False,False
LWV,False,False
LXN,False,False
LXV,False,False
LYH,False,False
LYO,False,False
LZU,False,False
PCU,False,False
MLK,False,False
MAC,False,False
MAE,False,False
MAF,False,False
